lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name,is_code_smell
1,3,2,org.codehaus.jackson.map.deser.StdDeserializerProvider$WrappedDeserializer,false
0,1,0,org.codehaus.jackson.map.annotate.JsonView,false
4,4,1,org.codehaus.jackson.map.ser.StdSerializers$BooleanSerializer,false
0,2,1,org.codehaus.jackson.map.deser.StdDeserializer$PrimitiveOrWrapperDeserializer,false
0,1,1,aarddict.ArticleNotFound,false
10,5,0,org.codehaus.jackson.map.deser.UntypedObjectDeserializer,false
1,3,1,org.codehaus.jackson.map.ext.JodaDeserializers$JodaDeserializer,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$CharacterDeserializer,false
0,1,1,org.codehaus.jackson.map.ser.PropertyBuilder$1,false
0,1,2,org.codehaus.jackson.map.deser.StdDeserializer$1,false
6,4,1,org.codehaus.jackson.map.ser.NullSerializer,false
0,2,1,aarddict.android.DictionaryService$LocalBinder,false
0,5,2,org.codehaus.jackson.map.deser.CustomDeserializerFactory,false
10,7,0,org.codehaus.jackson.node.BaseJsonNode,false
4,4,3,org.codehaus.jackson.impl.DefaultPrettyPrinter$Lf2SpacesIndenter,false
3,3,0,org.codehaus.jackson.map.ser.ScalarSerializerBase,false
3,3,1,org.codehaus.jackson.map.ext.CoreXMLDeserializers,false
1,2,0,aarddict.EntryStartComparator,false
1,2,0,org.codehaus.jackson.map.ext.JodaDeserializers,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$StringDeserializer,false
1,3,1,org.codehaus.jackson.map.ext.JodaSerializers,false
0,2,1,org.codehaus.jackson.map.deser.PropertyValue$Map,false
3,3,0,org.codehaus.jackson.map.ser.StdSerializerProvider$1,false
4,5,1,org.codehaus.jackson.map.deser.StdKeyDeserializers,false
4,4,4,org.codehaus.jackson.annotate.JsonTypeInfo$As,false
0,4,1,org.codehaus.jackson.map.deser.StdDeserializers,false
0,1,0,org.codehaus.jackson.annotate.JsonTypeName,false
1,2,1,org.codehaus.jackson.map.jsontype.impl.TypeIdResolverBase,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$BoolKD,false
0,1,1,org.codehaus.jackson.node.TreeTraversingParser$1,false
3,3,0,org.codehaus.jackson.map.deser.ArrayDeserializers$LongDeser,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$BigDecimalDeserializer,false
2,4,2,aarddict.EntryComparator,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$ShortKD,false
4,4,1,org.codehaus.jackson.map.deser.StdDeserializer$CalendarDeserializer,false
6,5,0,org.codehaus.jackson.map.JsonDeserializer,false
1,4,1,org.codehaus.jackson.map.ext.CoreXMLDeserializers$DOMDeserializer,false
1,2,0,org.codehaus.jackson.map.deser.ArrayDeserializers$ArrayDeser,false
3,3,0,org.codehaus.jackson.map.ext.JodaDeserializers$LocalDateTimeDeserializer,false
2,4,2,org.codehaus.jackson.map.jsontype.impl.MinimalClassNameIdResolver,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$ClassDeserializer,false
0,1,2,org.codehaus.jackson.util.TokenBuffer$1,false
0,1,0,org.codehaus.jackson.annotate.JsonClass,false
10,5,0,org.codehaus.jackson.map.jsontype.impl.ClassNameIdResolver,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$SqlDateDeserializer,false
0,4,0,org.codehaus.jackson.map.annotate.JsonSerialize,false
0,1,0,org.codehaus.jackson.annotate.JsonIgnore,false
11,6,3,org.codehaus.jackson.map.util.ClassUtil$EnumTypeLocator,false
9,7,1,org.codehaus.jackson.map.deser.StdKeyDeserializer,false
3,3,0,org.codehaus.jackson.map.util.ArrayBuilders$IntBuilder,false
0,6,0,org.codehaus.jackson.annotate.JsonAutoDetect,false
0,1,1,org.codehaus.jackson.map.deser.BaseNodeDeserializer$1,false
1,7,1,org.codehaus.jackson.map.introspect.AnnotationMap,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$DoubleKD,false
0,4,2,org.codehaus.jackson.map.ser.StdSerializerProvider$WrappedSerializer,false
0,1,2,org.codehaus.jackson.map.jsontype.impl.StdTypeResolverBuilder$1,false
1,8,0,org.codehaus.jackson.map.DeserializerFactory,false
0,1,0,aarddict.android.OpeningProgressDialog,false
3,4,1,org.codehaus.jackson.map.ser.ArraySerializers$AsArraySerializer,false
0,1,0,org.codehaus.jackson.map.KeyDeserializer$None,false
3,7,4,org.codehaus.jackson.io.UTF32Reader,false
1,2,0,org.codehaus.jackson.map.ser.ArraySerializers,false
0,2,2,aarddict.android.ArticleViewActivity$4$1,false
0,3,0,org.codehaus.jackson.annotate.JsonTypeInfo,false
0,1,0,org.codehaus.jackson.schema.SchemaAware,false
1,2,0,org.codehaus.jackson.map.ser.JdkSerializers,false
3,3,1,org.codehaus.jackson.JsonGenerationException,false
0,4,1,org.codehaus.jackson.map.deser.SettableBeanProperty$FieldProperty,false
3,3,0,org.codehaus.jackson.impl.ReaderBasedNumericParser,false
2,5,2,org.codehaus.jackson.map.ext.JodaSerializers$JodaSerializer,false
4,4,1,org.codehaus.jackson.map.ObjectMapper$DefaultTypeResolverBuilder,false
6,4,0,org.codehaus.jackson.map.ext.JodaSerializers$DateTimeSerializer,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$LongKD,false
0,4,0,org.codehaus.jackson.map.jsontype.TypeIdResolver,false
1,2,0,org.codehaus.jackson.impl.Utf8NumericParser,false
0,1,0,org.codehaus.jackson.map.JsonDeserializer$None,false
9,7,4,org.codehaus.jackson.map.ser.CustomSerializerFactory,false
0,1,1,org.codehaus.jackson.annotate.JsonAutoDetect$1,false
10,6,0,org.codehaus.jackson.node.ValueNode,false
10,5,1,org.codehaus.jackson.map.ser.StdSerializers$CalendarSerializer,false
3,4,0,org.codehaus.jackson.map.JsonSerializer,false
0,2,2,aarddict.android.DictionariesActivity$DictListAdapter$ProgressListener$2,false
0,2,3,aarddict.android.DictionariesActivity$DictListAdapter$ProgressListener$1,false
1,3,2,aarddict.android.ScrollXY,false
0,2,2,aarddict.android.ArticleViewActivity$8$1,false
6,9,4,org.codehaus.jackson.map.util.JSONWrappedObject,false
3,3,0,org.codehaus.jackson.map.util.ArrayBuilders$FloatBuilder,false
3,3,1,org.codehaus.jackson.map.introspect.BasicClassIntrospector$SetterAndGetterMethodFilter,false
0,2,2,aarddict.android.ArticleViewActivity$10$1,false
0,1,0,aarddict.android.DiscoveryProgressDialog,false
0,4,1,org.codehaus.jackson.map.deser.SettableBeanProperty$MethodProperty,false
0,5,0,org.codehaus.jackson.map.jsontype.TypeResolverBuilder,false
0,5,1,org.codehaus.jackson.map.BeanDescription,false
0,1,1,org.codehaus.jackson.map.ext.JodaDeserializers$1,false
0,0,0,org.codehaus.jackson.annotate.JsonAnySetter,false
0,5,1,org.codehaus.jackson.schema.JsonSchema,false
2,5,2,org.codehaus.jackson.map.deser.ArrayDeserializers,false
1,3,1,org.codehaus.jackson.map.ext.CoreXMLSerializers,false
3,3,0,org.codehaus.jackson.map.ext.CoreXMLDeserializers$DOMNodeDeserializer,false
3,3,0,org.codehaus.jackson.map.ext.CoreXMLDeserializers$GregorianCalendarDeserializer,false
0,2,2,org.codehaus.jackson.map.deser.PropertyValue$Any,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$DoubleDeserializer,false
1,3,1,org.codehaus.jackson.map.deser.EnumDeserializer,false
6,4,0,org.codehaus.jackson.map.ser.StdSerializers$StringSerializer,false
4,4,1,org.codehaus.jackson.type.TypeReference,false
4,4,3,org.codehaus.jackson.map.annotate.JsonSerialize$Typing,false
3,3,0,org.codehaus.jackson.map.ext.CoreXMLDeserializers$DOMDocumentDeserializer,false
6,4,0,org.codehaus.jackson.map.ext.JodaSerializers$LocalDateTimeSerializer,false
10,5,1,org.codehaus.jackson.map.ser.StdSerializers$IntLikeSerializer,false
13,6,1,org.codehaus.jackson.map.type.TypeParser,false
3,3,0,org.codehaus.jackson.map.deser.ArrayDeserializers$DoubleDeser,false
10,5,1,org.codehaus.jackson.map.ser.StdSerializers$UtilDateSerializer,false
0,1,0,org.codehaus.jackson.map.ser.StdSerializers,false
0,2,1,org.codehaus.jackson.map.deser.PropertyValue$Regular,false
6,4,0,org.codehaus.jackson.map.ser.StdSerializers$SqlDateSerializer,false
0,1,0,org.codehaus.jackson.annotate.JsonContentClass,false
0,1,0,org.codehaus.jackson.annotate.JsonProperty,false
0,3,1,aarddict.android.LookupActivity$WordAdapter$1,false
0,2,0,org.codehaus.jackson.impl.Indenter,false
4,4,2,org.codehaus.jackson.sym.NameN,false
1,6,2,org.codehaus.jackson.sym.Name1,false
0,4,2,org.codehaus.jackson.sym.Name2,false
4,4,3,org.codehaus.jackson.sym.Name3,false
0,4,1,org.codehaus.jackson.map.ser.SerializerCache$TypedKeyFull,false
6,4,0,org.codehaus.jackson.map.deser.StdDeserializer$NumberDeserializer,false
0,1,0,aarddict.Header$1,false
0,1,0,aarddict.RedirectTooManyLevels,false
10,5,0,org.codehaus.jackson.map.ser.ArraySerializers$BooleanArraySerializer,false
0,5,2,org.codehaus.jackson.map.ser.JsonValueSerializer,false
0,1,2,org.codehaus.jackson.impl.JsonGeneratorBase$1,false
1,4,0,org.codehaus.jackson.map.introspect.AnnotatedMember,false
0,1,1,org.codehaus.jackson.impl.JsonParserBase$1,false
0,2,0,org.codehaus.jackson.annotate.JsonIgnoreProperties,false
0,6,3,aarddict.android.HistoryItem,false
0,2,1,aarddict.android.LookupActivity$7,false
0,2,1,aarddict.android.LookupActivity$6,false
2,5,3,org.codehaus.jackson.map.util.PrimitiveArrayBuilder$Node,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$ByteDeserializer,false
0,2,1,aarddict.android.LookupActivity$1,false
1,2,1,aarddict.android.LookupActivity$3,false
0,2,2,aarddict.android.LookupActivity$2,false
4,5,2,aarddict.android.LookupActivity$5,false
0,2,2,aarddict.android.LookupActivity$4,false
4,8,3,org.codehaus.jackson.map.util.JSONPObject,false
0,2,1,org.codehaus.jackson.map.ser.FilteredBeanPropertyWriter$SingleView,false
0,2,1,org.codehaus.jackson.map.deser.StdKeyDeserializer$StringCtorKeyDeserializer,false
10,5,1,org.codehaus.jackson.map.ser.StdSerializers$DoubleSerializer,false
1,2,0,org.codehaus.jackson.map.DeserializationProblemHandler,false
10,5,1,org.codehaus.jackson.map.ser.StdSerializers$LongSerializer,false
0,3,1,aarddict.android.BaseDictionaryActivity$3,false
0,2,3,aarddict.android.BaseDictionaryActivity$2,false
0,3,1,aarddict.android.BaseDictionaryActivity$1,false
0,1,0,org.codehaus.jackson.map.annotate.JsonTypeResolver,false
1,4,1,org.codehaus.jackson.map.jsontype.impl.TypeSerializerBase,false
2,8,2,org.codehaus.jackson.sym.Name,false
0,4,1,org.codehaus.jackson.map.deser.SettableBeanProperty$SetterlessProperty,false
4,5,2,org.codehaus.jackson.map.deser.EnumSetDeserializer,false
0,0,0,org.codehaus.jackson.annotate.JsonCreator,false
3,3,0,org.codehaus.jackson.map.util.ArrayBuilders$ByteBuilder,false
0,2,3,org.codehaus.jackson.map.deser.Creator$StringBased,false
0,2,1,aarddict.android.BaseDictionaryActivity$3$1,false
6,4,2,org.codehaus.jackson.util.InternCache,false
3,3,0,org.codehaus.jackson.map.util.ArrayBuilders$BooleanBuilder,false
0,2,1,aarddict.android.BaseDictionaryActivity$3$2,false
0,1,0,aarddict.Volume$InvalidSignatureException,false
6,4,0,org.codehaus.jackson.map.ser.StdSerializers$SqlTimeSerializer,false
6,9,1,org.codehaus.jackson.node.POJONode,false
6,4,0,aarddict.android.ArticleViewActivity$AnimationAdapter,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$IntegerDeserializer,false
0,1,1,org.codehaus.jackson.map.deser.UntypedObjectDeserializer$1,false
0,2,0,aarddict.VerifyProgressListener,false
3,3,1,org.codehaus.jackson.map.introspect.BasicClassIntrospector$GetterMethodFilter,false
0,6,3,org.codehaus.jackson.map.jsontype.impl.TypeDeserializerBase,false
0,1,0,org.codehaus.jackson.annotate.JsonSubTypes,false
1,2,0,org.codehaus.jackson.map.ser.StdSerializers$NonTypedScalarSerializer,false
7,7,3,org.codehaus.jackson.map.introspect.MemberKey,false
10,5,1,org.codehaus.jackson.map.ser.StdSerializers$FloatSerializer,false
0,1,2,aarddict.IndexItem,false
3,3,0,org.codehaus.jackson.map.ser.FilteredBeanPropertyWriter,false
0,1,0,aarddict.android.ArticleView$ScrollListener,false
3,3,0,org.codehaus.jackson.map.ext.JodaDeserializers$DateMidnightDeserializer,false
3,3,0,org.codehaus.jackson.map.deser.ArrayDeserializers$BooleanDeser,false
0,2,1,org.codehaus.jackson.map.ser.FilteredBeanPropertyWriter$MultiView,false
4,4,1,org.codehaus.jackson.map.ext.DOMSerializer,false
1,3,1,org.codehaus.jackson.map.deser.StdKeyDeserializer$EnumKD,false
0,5,3,org.codehaus.jackson.map.deser.Creator$PropertyBased,false
0,2,2,aarddict.android.DictionariesActivity$DictListAdapter$6,false
0,2,2,aarddict.android.DictionariesActivity$DictListAdapter$5,false
6,5,2,org.codehaus.jackson.map.deser.SettableBeanProperty$CreatorProperty,false
0,2,4,aarddict.android.DictionariesActivity$DictListAdapter$4,false
0,2,2,aarddict.android.DictionariesActivity$DictListAdapter$3,false
0,2,1,aarddict.android.DictionariesActivity$DictListAdapter$2,false
0,2,1,aarddict.android.DictionariesActivity$DictListAdapter$1,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$BigIntegerDeserializer,false
1,2,1,org.codehaus.jackson.map.deser.ThrowableDeserializer,false
0,2,2,org.codehaus.jackson.map.deser.PropertyValue,false
0,1,0,org.codehaus.jackson.annotate.JsonValue,false
0,1,0,org.codehaus.jackson.map.ResolvableDeserializer,false
4,4,4,org.codehaus.jackson.map.annotate.JsonSerialize$Inclusion,false
3,6,1,org.codehaus.jackson.map.ser.EnumSerializer,false
0,1,0,org.codehaus.jackson.annotate.JsonWriteNullProperties,false
0,1,0,org.codehaus.jackson.map.JsonSerializer$None,false
3,3,0,org.codehaus.jackson.impl.DefaultPrettyPrinter$NopIndenter,false
3,3,0,org.codehaus.jackson.map.deser.FromStringDeserializer$URLDeserializer,false
0,2,3,aarddict.android.DictionariesActivity$1$1,false
3,3,0,org.codehaus.jackson.map.deser.ArrayDeserializers$CharDeser,false
0,6,0,org.codehaus.jackson.map.ClassIntrospector,false
3,3,0,org.codehaus.jackson.map.deser.ArrayDeserializers$ShortDeser,false
0,1,1,aarddict.android.DictionaryService$1,false
3,3,0,org.codehaus.jackson.map.deser.FromStringDeserializer$UUIDDeserializer,false
0,2,2,aarddict.android.DictionaryService$4,false
0,2,1,aarddict.android.DictionaryService$3,false
1,2,1,aarddict.android.DictionaryService$2,false
1,3,1,org.codehaus.jackson.map.ser.FailingSerializer,false
6,4,0,org.codehaus.jackson.map.ser.JdkSerializers$ClassSerializer,false
0,2,2,aarddict.android.LookupActivity$5$1,false
0,3,3,aarddict.android.DictionaryService$DeleteObserver,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$CharKD,false
4,5,2,org.codehaus.jackson.map.deser.EnumMapDeserializer,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$ShortDeserializer,false
0,0,0,org.codehaus.jackson.annotate.JacksonAnnotation,false
3,3,0,org.codehaus.jackson.map.deser.FromStringDeserializer$CurrencyDeserializer,false
4,4,1,org.codehaus.jackson.map.util.SubTypeHelper,false
6,4,0,org.codehaus.jackson.map.ser.JdkSerializers$FileSerializer,false
0,1,0,org.codehaus.jackson.map.deser.Creator,false
0,1,0,org.codehaus.jackson.annotate.JsonGetter,false
0,1,1,org.codehaus.jackson.map.ObjectMapper$1,false
4,4,1,aarddict.android.DictionaryInfoActivity,false
0,2,0,org.codehaus.jackson.annotate.JsonSubTypes$Type,false
2,4,2,org.codehaus.jackson.map.util.LinkedNode,false
0,8,3,org.codehaus.jackson.map.type.ClassKey,false
1,2,0,org.codehaus.jackson.map.deser.StdScalarDeserializer,false
3,4,0,org.codehaus.jackson.map.ser.ContainerSerializerBase,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$ByteKD,false
0,1,0,org.codehaus.jackson.map.JsonSerializableWithType,false
3,3,0,org.codehaus.jackson.map.deser.StdDeserializer$BooleanDeserializer,false
3,3,0,org.codehaus.jackson.map.util.ArrayBuilders$LongBuilder,false
0,2,1,aarddict.android.ArticleViewActivity$12$1,false
3,3,0,org.codehaus.jackson.map.util.ArrayBuilders$ShortBuilder,false
3,3,1,aarddict.android.SectionMatcher,false
3,3,0,org.codehaus.jackson.map.ext.JodaDeserializers$DateTimeDeserializer,false
0,1,3,aarddict.android.VerifyRecord,false
0,3,1,aarddict.android.DictionariesActivity$3,false
0,2,1,aarddict.android.DictionariesActivity$2,false
0,3,2,aarddict.android.DictionariesActivity$1,false
2,4,2,org.codehaus.jackson.map.ser.SerializerCache$UntypedKeyRaw,false
10,9,3,org.codehaus.jackson.map.jsontype.NamedType,false
3,3,0,org.codehaus.jackson.map.deser.ArrayDeserializers$StringDeser,false
0,4,2,org.codehaus.jackson.sym.CharsToNameCanonicalizer$Bucket,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$IntKD,false
3,3,0,org.codehaus.jackson.map.ext.CoreXMLDeserializers$QNameDeserializer,false
3,3,1,org.codehaus.jackson.map.introspect.BasicClassIntrospector$SetterMethodFilter,false
0,1,2,org.codehaus.jackson.map.deser.BeanDeserializer$1,false
0,3,2,aarddict.android.ArticleViewActivity$10,false
0,2,2,aarddict.android.ArticleViewActivity$11,false
0,1,0,aarddict.Volume$InvalidFormatVersionException,false
0,3,0,org.codehaus.jackson.schema.JsonSerializableSchema,false
0,3,2,aarddict.android.ArticleViewActivity$12,false
0,4,1,org.codehaus.jackson.map.jsontype.impl.AsPropertyTypeDeserializer,false
0,2,3,aarddict.android.ArticleViewActivity$13,false
3,3,0,org.codehaus.jackson.impl.DefaultPrettyPrinter$FixedSpaceIndenter,false
0,1,0,aarddict.Volume$CorruptedFileException,false
0,2,1,aarddict.android.LookupActivity$WordAdapter$1$1,false
0,6,0,org.codehaus.jackson.map.annotate.JsonDeserialize,false
3,3,0,org.codehaus.jackson.map.deser.FromStringDeserializer$URIDeserializer,false
6,4,0,org.codehaus.jackson.map.SerializerFactory,false
11,7,3,org.codehaus.jackson.map.deser.EnumResolver,false
6,4,1,org.codehaus.jackson.map.deser.JsonNodeDeserializer$ArrayDeserializer,false
0,5,4,aarddict.Entry,false
0,1,0,org.codehaus.jackson.map.introspect.MethodFilter,false
10,5,0,org.codehaus.jackson.impl.RootWContext,false
10,5,0,org.codehaus.jackson.map.ser.ArraySerializers$DoubleArraySerializer,false
3,3,0,org.codehaus.jackson.map.deser.DateDeserializer,false
1,2,1,aarddict.android.DictionariesActivity$DictListAdapter$3$1,false
0,9,1,org.codehaus.jackson.map.introspect.AnnotatedMethodMap,false
3,3,0,org.codehaus.jackson.map.RuntimeJsonMappingException,false
10,5,0,org.codehaus.jackson.impl.ArrayWContext,false
1,3,0,org.codehaus.jackson.map.deser.FromStringDeserializer,false
10,5,1,org.codehaus.jackson.map.ser.StdSerializers$NumberSerializer,false
6,4,0,org.codehaus.jackson.map.ser.StdSerializers$IntegerSerializer,false
6,4,0,org.codehaus.jackson.map.ext.JodaSerializers$DateMidnightSerializer,false
6,9,1,org.codehaus.jackson.map.deser.BaseNodeDeserializer,false
0,1,0,org.codehaus.jackson.map.annotate.NoClass,false
6,4,1,org.codehaus.jackson.map.deser.JsonNodeDeserializer$ObjectDeserializer,false
3,3,0,org.codehaus.jackson.map.deser.StdKeyDeserializer$FloatKD,false
0,7,4,org.codehaus.jackson.map.ser.ReadOnlyClassToSerializerMap,false
